Unnamed: 0,Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Owner,Seller Type,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Base_Model,Power_weight_ratio,power_torque_ratio,estimated_acceleration,torque_to_engine,engine_stress,specific_power,specific_torque,rpm_efficiency,norm_power,norm_torque,performance_index,Brand_Category
1716,0.7,8.6,1050000,2018,34841,0.6,0.2,0.1,0.3,0.2,4270.0,1780.0,1665.0,5.0,55.0,2.9,0.07327327327327328,0.8079470198675497,0.007736943907156673,0.09490886235072282,1.3195876288659794,76.68133249528599,94.90886235072281,1550.0,0.0190625,0.0311340206185567,146.79587628865983,0.1
1717,2.3,24.1,1250000,2021,3000,0.3,0.1,0.1,0.3,0.2,3993.0,1677.0,1532.0,5.0,50.0,8.9,0.07571801566579635,0.58,0.0072992700729927005,0.13351134846461948,2.2857142857142856,77.4365821094793,133.5113484646195,2250.0,0.029,0.11428571428571428,172.45714285714286,0.1
1718,1.6,23.0,550000,2018,50000,0.6,0.2,0.1,0.3,0.2,3850.0,1695.0,1530.0,5.0,42.0,8.4,0.0542483660130719,0.7217391304347827,0.01098901098901099,0.0960735171261487,1.5,69.34001670843776,96.0735171261487,2000.0,0.013833333333333333,0.02875,110.8,0.1
1719,2.0,10.1,960000,2018,24000,0.2,0.2,0.1,0.3,0.2,4315.0,1822.0,1695.0,5.0,50.0,3.3,0.049557522123893805,0.42,0.008849557522123894,0.13689253935660506,1.9736842105263157,57.49486652977412,136.89253935660506,1850.0,0.0224,0.10526315789473684,150.13684210526316,0.1
1720,1.6,6.1,511000,2015,45969,0.6,0.2,0.1,0.3,0.2,4490.0,1730.0,1485.0,5.0,43.0,2.3,0.06127946127946128,0.7,0.009925558312655087,0.09468317552804079,1.5,66.27822286962855,94.68317552804079,2000.0,0.015166666666666667,0.0325,121.6,0.1
1721,2.2,19.0,499000,2014,88000,0.2,0.1,0.3,0.3,0.2,4386.0,1699.0,1466.0,5.0,55.0,7.0,0.07025920873124147,0.412,0.007155635062611807,0.16688918558077437,2.933333333333333,68.75834445927904,166.88918558077435,2900.0,0.02340909090909091,0.16666666666666666,191.13333333333335,0.3
1722,1.5,28.9,1639999,2018,43000,0.2,0.1,0.1,0.3,0.2,4585.0,1890.0,1785.0,7.0,70.0,10.7,0.08571428571428572,0.425,0.004884004884004884,0.16521340064249657,2.142857142857143,70.21569527306104,165.21340064249657,2000.0,0.0408,0.2057142857142857,257.22857142857146,0.1
1723,1.6,22.1,450000,2014,75000,0.2,0.2,0.3,0.3,0.2,3995.0,1695.0,1555.0,5.0,42.0,8.4,0.047588424437299034,0.3894736842105263,0.009708737864077669,0.15224358974358973,2.0,59.294871794871796,152.24358974358975,2000.0,0.0185,0.095,140.4,0.1
1724,1.6,2.7,270000,2014,54420,0.6,0.2,0.1,0.3,0.2,3620.0,1475.0,1460.0,5.0,35.0,1.1,0.04589041095890411,0.7444444444444445,0.013745704467353952,0.09018036072144289,1.7714285714285714,67.13426853707415,90.18036072144288,2700.0,0.010806451612903226,0.025714285714285714,93.91428571428571,0.1
1725,0.7,24.9,1080000,2020,56000,0.2,0.2,0.1,0.3,0.2,3995.0,1770.0,1605.0,5.0,45.0,9.2,0.0616822429906542,0.4125,0.0074487895716946,0.1607501674480911,2.6666666666666665,66.30944407233757,160.75016744809108,2500.0,0.02475,0.16,182.06666666666666,0.1
1726,0.7,11.8,660000,2018,9000,0.6,0.2,0.1,0.3,0.2,3985.0,1734.0,1505.0,5.0,45.0,3.9,0.05448504983388704,0.7130434782608696,0.0110803324099723,0.0960735171261487,1.5,68.50459482038428,96.0735171261487,2000.0,0.013666666666666667,0.02875,110.19999999999999,0.1
1727,2.5,17.2,290000,2014,125000,0.2,0.2,0.1,0.3,0.2,4385.0,1770.0,1555.0,5.0,50.0,6.4,0.07459807073954984,0.58,0.0072992700729927005,0.13351134846461948,2.2857142857142856,77.4365821094793,133.5113484646195,2250.0,0.029,0.11428571428571428,172.45714285714286,0.3
1728,1.6,6.1,575000,2015,48000,0.6,0.2,0.1,0.3,0.2,4490.0,1730.0,1485.0,5.0,43.0,2.3,0.06127946127946128,0.7,0.009925558312655087,0.09468317552804079,1.5,66.27822286962855,94.68317552804079,2000.0,0.015166666666666667,0.0325,121.6,0.1
1729,0.7,14.7,459999,2016,61223,0.6,0.2,0.1,0.3,0.2,3765.0,1660.0,1520.0,5.0,43.0,5.3,0.053289473684210525,0.7105263157894737,0.011204481792717087,0.09523809523809523,1.5,67.66917293233082,95.23809523809523,2000.0,0.0135,0.0285,109.2,0.1
1730,0.2,27.4,4195000,2017,63651,0.2,0.1,0.1,0.3,0.1,4657.0,1881.0,1678.0,5.0,67.0,9.8,0.11323003575685339,0.475,0.004123711340206186,0.20050125313283207,2.2857142857142856,95.23809523809523,200.50125313283206,2250.0,0.0475,0.22857142857142856,296.85714285714283,0.2
1731,0.1,1.5,2225000,2016,40500,0.2,0.1,0.1,0.3,0.2,4456.0,1796.0,1416.0,5.0,50.0,0.6,0.09957627118644068,0.440625,0.005383580080753701,0.16260162601626016,2.0,71.64634146341463,162.60162601626016,1750.0,0.040285714285714286,0.18285714285714286,232.6,0.2
1732,1.8,14.1,4190000,2017,90000,0.2,0.1,0.1,0.3,0.1,4819.0,2141.0,1796.0,5.0,93.0,5.0,0.11191536748329621,0.402,0.003626473254759746,0.2333177788147457,2.375,93.79374708352778,233.3177788147457,2200.0,0.052894736842105265,0.3125,344.35,0.2
1733,0.5,12.8,350000,2012,85000,0.2,0.2,0.1,0.3,0.2,4320.0,1764.0,1486.0,5.0,40.0,4.4,0.059892328398384924,0.4362745098039216,0.008492569002123142,0.13618157543391188,1.875,59.41255006675568,136.1815754339119,1750.0,0.023733333333333332,0.102,153.75,0.1
1734,0.7,30.4,235000,2009,115000,0.6,0.2,0.4,0.3,0.2,3940.0,1710.0,1505.0,5.0,45.0,11.2,0.053156146179401995,0.7142857142857143,0.011363636363636364,0.0935672514619883,2.2857142857142856,66.83375104427736,93.5672514619883,2250.0,0.02,0.064,115.65714285714287,0.1
1735,2.2,19.1,425000,2013,57000,0.6,0.1,0.3,0.3,0.2,4386.0,1699.0,1466.0,5.0,55.0,7.0,0.07025920873124147,0.673202614379085,0.008658008658008658,0.09574468085106383,1.381578947368421,64.45556946182728,95.74468085106382,1450.0,0.01961904761904762,0.04026315789473684,136.81578947368422,0.3
1736,1.5,29.2,850000,2016,90300,0.2,0.2,0.1,0.3,0.2,4585.0,1890.0,1785.0,7.0,70.0,10.7,0.0773109243697479,0.41818181818181815,0.005376344086021506,0.15144561725562183,2.34375,63.33180357962369,151.44561725562187,2150.0,0.0368,0.20625,238.2375,0.1
1737,0.1,1.4,2590000,2020,36978,0.2,0.1,0.3,0.3,0.2,4456.0,1796.0,1416.0,5.0,50.0,0.6,0.09957627118644068,0.440625,0.005383580080753701,0.16260162601626016,2.0,71.64634146341463,162.60162601626016,1750.0,0.040285714285714286,0.18285714285714286,232.6,0.2
1738,0.2,0.9,4250000,2018,32000,0.6,0.1,0.1,0.3,0.3,4936.0,1868.0,1479.0,5.0,57.0,0.2,0.16768086544962812,0.7085714285714285,0.003656307129798903,0.17517517517517517,3.586206896551724,124.12412412412412,175.17517517517518,3750.0,0.047692307692307694,0.2413793103448276,324.66206896551716,0.2
1739,2.0,16.6,299000,2016,26000,0.6,0.2,0.1,0.3,0.2,3679.0,1579.0,1478.0,5.0,28.0,6.0,0.04533152909336942,0.7362637362637363,0.0136986301369863,0.09109109109109109,1.2941176470588236,67.06706706706707,91.09109109109109,1250.0,0.012181818181818183,0.021411764705882352,89.54117647058823,0.1
1740,0.7,25.1,1175000,2021,37556,0.2,0.2,0.1,0.3,0.2,3995.0,1770.0,1605.0,5.0,45.0,9.2,0.05545171339563863,0.40454545454545454,0.008213552361396304,0.15759312320916904,2.6666666666666665,63.75358166189112,157.59312320916908,2500.0,0.02225,0.14666666666666667,168.06666666666666,0.1
1741,0.1,18.2,3300000,2014,25000,0.2,0.1,0.3,0.3,0.1,5089.0,1983.0,1737.0,6.0,100.0,6.7,0.13874496257915947,0.4381818181818182,0.003142183817753339,0.18537243006403775,2.1714285714285713,81.226828446242,185.37243006403773,2050.0,0.06342105263157895,0.3142857142857143,386.31428571428575,0.2
1742,1.8,4.7,2850000,2016,21200,0.2,0.1,0.1,0.3,0.3,4686.0,1810.0,1442.0,5.0,66.0,1.9,0.11650485436893204,0.42,0.004424778761061947,0.18665422305179655,2.142857142857143,78.39477368175456,186.65422305179658,1600.0,0.056,0.2857142857142857,282.22857142857146,0.2
1743,1.0,21.5,1575000,2019,55000,0.2,0.2,0.1,0.3,0.2,4315.0,1800.0,1645.0,5.0,50.0,8.1,0.06869300911854104,0.452,0.006791171477079796,0.16744809109176156,2.6666666666666665,75.68653717347621,167.44809109176154,2500.0,0.02825,0.16666666666666666,194.46666666666667,0.3
1744,0.7,14.6,495000,2017,30000,0.6,0.2,0.1,0.3,0.2,3765.0,1660.0,1520.0,5.0,43.0,5.3,0.053289473684210525,0.7105263157894737,0.011204481792717087,0.09523809523809523,1.5,67.66917293233082,95.23809523809523,2000.0,0.0135,0.0285,109.2,0.1
1745,1.8,4.5,1100000,2011,51500,0.2,0.1,0.3,0.3,0.3,4596.0,1770.0,1447.0,5.0,66.0,1.9,0.143054595715273,0.414,0.003568242640499554,0.2333177788147457,2.2857142857142856,96.59356042930472,233.3177788147457,2250.0,0.05175,0.2857142857142857,347.0571428571428,0.2
1746,1.1,9.8,4200000,2018,36000,0.2,0.1,0.3,0.3,0.1,4600.0,2069.0,1724.0,7.0,65.0,3.2,0.08584686774941995,0.37,0.004739336492890996,0.18357044515832951,2.2857142857142856,67.92106470858192,183.57044515832953,2250.0,0.037,0.22857142857142856,271.65714285714284,0.2
1747,1.5,28.7,1075000,2015,138000,0.2,0.2,0.1,0.3,0.2,4585.0,1890.0,1785.0,7.0,70.0,10.7,0.0773109243697479,0.41818181818181815,0.005376344086021506,0.15144561725562183,2.34375,63.33180357962369,151.44561725562187,2150.0,0.0368,0.20625,238.2375,0.1
1748,2.1,14.3,20000000,2012,55000,0.6,0.1,0.4,0.3,0.3,5569.0,1948.0,1550.0,5.0,82.5,5.1,0.36774193548387096,0.7307692307692307,0.001606425702811245,0.1183252427184466,3.5,86.46844660194175,118.3252427184466,3750.0,0.10857142857142857,0.52,689.0,0.2
1749,0.6,3.0,650000,2019,54000,0.6,0.1,0.3,0.3,0.2,3995.0,1695.0,1501.0,5.0,35.0,1.3,0.059293804130579615,0.8090909090909091,0.010610079575596816,0.09174311926605505,1.25,74.22852376980816,91.74311926605505,1200.0,0.014833333333333334,0.022916666666666665,109.9,0.3
1750,0.1,17.7,1798999,2016,84700,0.2,0.1,0.1,0.3,0.1,4385.0,1831.0,1608.0,5.0,64.0,6.5,0.10820895522388059,0.45789473684210524,0.004434589800443459,0.19308943089430894,2.4,88.41463414634147,193.08943089430895,2450.0,0.041428571428571426,0.21714285714285714,280.4,0.2
1751,1.6,23.1,775000,2019,80849,0.2,0.2,0.1,0.3,0.2,3840.0,1735.0,1530.0,5.0,37.0,8.4,0.048366013071895426,0.3894736842105263,0.009708737864077669,0.15224358974358973,2.0,59.294871794871796,152.24358974358975,2000.0,0.0185,0.095,140.4,0.1
1752,1.6,2.3,280000,2018,48000,0.6,0.2,0.3,0.3,0.2,3395.0,1490.0,1475.0,5.0,35.0,1.1,0.031864406779661014,0.6811594202898551,0.01904761904761905,0.08668341708542714,1.7142857142857142,59.04522613065326,86.68341708542714,2500.0,0.007833333333333333,0.019714285714285715,72.94285714285714,0.1
1753,0.7,25.5,1175000,2019,20000,0.6,0.2,0.1,0.3,0.2,4375.0,1700.0,1475.0,5.0,43.0,9.3,0.08203389830508474,0.7658227848101266,0.007677543186180422,0.09930861093651791,1.5,76.05279698302954,99.30861093651791,2100.0,0.019206349206349206,0.03761904761904762,150.8,0.1
1754,1.1,18.9,12500000,2022,22010,0.6,0.1,0.1,0.3,0.1,4879.0,2073.0,1803.0,5.0,104.0,6.9,0.1641708264004437,0.74,0.003105590062111801,0.200300450676014,3.6666666666666665,148.22233350025036,200.300450676014,4000.0,0.05381818181818182,0.26666666666666666,374.2666666666667,0.2
1755,1.6,22.9,465000,2014,75000,0.6,0.2,0.1,0.3,0.2,3850.0,1695.0,1530.0,5.0,42.0,8.4,0.05555555555555555,0.7456140350877193,0.01084010840108401,0.09523809523809523,1.5,71.0108604845447,95.23809523809523,2000.0,0.014166666666666666,0.0285,111.6,0.1
1756,0.6,16.1,400000,2016,50000,0.6,0.2,0.1,0.3,0.2,3955.0,1694.0,1544.0,5.0,40.0,5.7,0.05764248704663212,0.8090909090909091,0.010610079575596816,0.09174311926605505,1.25,74.22852376980816,91.74311926605505,1200.0,0.014833333333333334,0.022916666666666665,109.9,0.3
1757,1.1,18.6,27500000,2020,11000,0.2,0.1,0.3,0.3,0.1,5199.0,2220.0,1840.0,4.0,105.0,6.9,0.13260869565217392,0.4066666666666667,0.003003003003003003,0.20046775810223855,2.0,81.52355496157702,200.46775810223858,2000.0,0.061,0.3,406.4,0.2
1758,0.6,7.2,595000,2015,72000,0.6,0.2,0.1,0.3,0.2,4440.0,1695.0,1495.0,5.0,40.0,2.4,0.0782608695652174,0.8068965517241379,0.008064516129032258,0.09686038744154976,1.434782608695652,78.1563126252505,96.86038744154976,2000.0,0.017727272727272727,0.03152173913043478,142.54782608695652,0.3
1759,0.6,7.4,825000,2016,45000,0.6,0.1,0.1,0.3,0.2,4440.0,1695.0,1495.0,5.0,40.0,2.4,0.0782608695652174,0.8068965517241379,0.008064516129032258,0.09686038744154976,1.434782608695652,78.1563126252505,96.86038744154976,2000.0,0.017727272727272727,0.03152173913043478,142.54782608695652,0.3
1760,1.0,21.4,1575000,2020,63000,0.2,0.1,0.1,0.3,0.2,4315.0,1800.0,1645.0,5.0,50.0,8.1,0.06869300911854104,0.452,0.006791171477079796,0.16744809109176156,2.6666666666666665,75.68653717347621,167.44809109176154,2500.0,0.02825,0.16666666666666666,194.46666666666667,0.3
1761,1.6,26.8,218000,2008,51000,0.6,0.2,0.3,0.3,0.2,3520.0,1475.0,1690.0,5.0,35.0,9.5,0.03964497041420118,0.7976190476190477,0.014035087719298246,0.07917059377945335,2.2857142857142856,63.14797360980208,79.17059377945336,2250.0,0.01675,0.048,96.65714285714284,0.1
1762,1.6,6.0,650000,2017,92000,0.2,0.2,0.3,0.3,0.2,4490.0,1730.0,1485.0,5.0,43.0,2.3,0.059932659932659935,0.445,0.008565310492505354,0.16025641025641027,2.2857142857142856,71.31410256410257,160.25641025641025,2250.0,0.02225,0.11428571428571428,156.25714285714287,0.1
1763,2.5,24.5,345000,2011,50667,0.6,0.1,0.3,0.3,0.2,4385.0,1770.0,1555.0,5.0,50.0,9.1,0.07459807073954984,0.58,0.0072992700729927005,0.13351134846461948,2.2857142857142856,77.4365821094793,133.5113484646195,2250.0,0.029,0.11428571428571428,172.45714285714286,0.3
1764,2.4,16.0,1850000,2016,72000,0.2,0.1,0.1,0.3,0.3,4735.0,1830.0,1795.0,7.0,55.0,5.6,0.0958217270194986,0.4777777777777778,0.0045662100456621,0.1306715063520871,2.8333333333333335,62.43194192377496,130.6715063520871,2200.0,0.05058823529411765,0.3,275.5333333333333,0.3
1765,0.6,7.5,300000,2010,83359,0.6,0.2,0.1,0.3,0.2,4545.0,1750.0,1450.0,5.0,50.0,2.5,0.0896551724137931,0.7574874723225731,0.007122253481001389,0.09539744302390217,1.4651162790697674,72.26236798221234,95.39744302390217,2000.0,0.020634920634920634,0.03991162790697674,161.2991627906977,0.3
1766,1.6,19.3,300000,2011,90000,0.6,0.2,0.3,0.3,0.2,4385.0,1770.0,1555.0,5.0,50.0,7.2,0.07459807073954984,0.58,0.0072992700729927005,0.13351134846461948,2.2857142857142856,77.4365821094793,133.5113484646195,2250.0,0.029,0.11428571428571428,172.45714285714286,0.1
1767,1.9,1.1,9500000,2018,20000,0.6,0.1,0.1,0.3,0.3,4379.0,1801.0,1281.0,2.0,54.0,0.4,0.2302888368462139,0.7763157894736842,0.0031620553359683794,0.19114688128772636,3.0232558139534884,148.39034205231388,191.14688128772636,4350.0,0.045384615384615384,0.17674418604651163,359.2325581395349,0.2
1768,2.4,16.0,1975000,2018,75000,0.2,0.1,0.1,0.3,0.3,4735.0,1830.0,1795.0,7.0,55.0,5.6,0.0958217270194986,0.4777777777777778,0.0045662100456621,0.1306715063520871,2.8333333333333335,62.43194192377496,130.6715063520871,2200.0,0.05058823529411765,0.3,275.5333333333333,0.3
1769,1.6,9.4,800000,2018,66000,0.2,0.2,0.1,0.3,0.2,3995.0,1735.0,1515.0,5.0,37.0,3.1,0.04884488448844884,0.3894736842105263,0.009708737864077669,0.15224358974358973,2.0,59.294871794871796,152.24358974358975,2000.0,0.0185,0.095,140.4,0.1
1770,0.7,25.3,1125000,2019,40000,0.2,0.2,0.1,0.3,0.2,4375.0,1700.0,1475.0,5.0,43.0,9.3,0.08542372881355932,0.4846153846153846,0.006269592476489028,0.16434892541087232,2.1052631578947367,79.64601769911503,164.3489254108723,2100.0,0.0315,0.1368421052631579,200.65263157894736,0.1
1771,1.0,21.6,1485000,2021,13000,0.2,0.1,0.1,0.3,0.2,3995.0,1790.0,1647.0,5.0,45.0,8.2,0.06860959319975714,0.452,0.006791171477079796,0.16744809109176156,2.6666666666666665,75.68653717347621,167.44809109176154,2500.0,0.02825,0.16666666666666666,194.46666666666667,0.3
1772,1.8,14.0,5200000,2019,10000,0.2,0.1,0.1,0.3,0.1,4658.0,1890.0,1644.0,5.0,66.0,4.9,0.11678832116788321,0.48,0.004098360655737705,0.20512820512820512,2.375,98.46153846153847,205.12820512820514,2200.0,0.05052631578947368,0.25,298.95,0.2
1773,1.5,20.9,550000,2007,92170,0.2,0.2,0.3,0.3,0.3,4495.0,1817.0,1975.0,7.0,60.0,8.0,0.05873417721518987,0.4187725631768953,0.0064,0.10617094672288233,2.2857142857142856,44.46147949405903,106.17094672288233,2250.0,0.029,0.15828571428571428,203.25714285714287,0.1
1774,0.9,7.8,1585000,2019,65000,0.2,0.2,0.1,0.3,0.2,4395.0,1818.0,1640.0,5.0,60.0,2.6,0.07073170731707316,0.58,0.0072992700729927005,0.13351134846461948,2.2857142857142856,77.4365821094793,133.5113484646195,2250.0,0.029,0.11428571428571428,172.45714285714286,0.3
1775,0.7,20.5,275000,2013,76000,0.1,0.2,0.1,0.3,0.2,3565.0,1525.0,1590.0,5.0,35.0,7.9,0.0389937106918239,0.6458333333333334,0.014184397163120567,0.08839779005524862,1.8333333333333333,57.0902394106814,88.3977900552486,2500.0,0.011272727272727273,0.032,93.93333333333332,0.1
1776,2.4,13.3,1495000,2014,85000,0.2,0.1,0.1,0.3,0.3,4705.0,1840.0,1850.0,7.0,80.0,4.6,0.09135135135135135,0.46944444444444444,0.00461361014994233,0.12072434607645875,2.5714285714285716,56.67337357478202,120.72434607645874,2200.0,0.04694444444444444,0.2571428571428571,271.1142857142857,0.3
1777,1.6,9.5,691000,2019,16652,0.6,0.2,0.1,0.3,0.2,3995.0,1735.0,1515.0,5.0,37.0,3.1,0.058745874587458745,0.7876106194690266,0.010526315789473684,0.09440267335004177,1.3636363636363635,74.35254803675856,94.40267335004177,1600.0,0.014833333333333334,0.02568181818181818,112.23636363636363,0.1
1778,0.1,1.7,975000,2012,56000,0.2,0.1,0.3,0.3,0.2,4385.0,1770.0,1555.0,5.0,50.0,0.7,0.07459807073954984,0.58,0.0072992700729927005,0.13351134846461948,2.2857142857142856,77.4365821094793,133.5113484646195,2250.0,0.029,0.11428571428571428,172.45714285714286,0.2
1779,1.5,23.8,1500000,2021,8000,0.6,0.2,0.3,0.3,0.1,3985.0,1820.0,1844.0,4.0,57.0,8.7,0.08134490238611713,0.5,0.005333333333333333,0.15022533800701052,4.0,75.11266900350526,150.22533800701052,3750.0,0.03,0.24,250.0,0.1
1780,0.8,28.4,2800000,2011,70662,0.6,0.1,0.3,0.3,0.2,4385.0,1770.0,1555.0,5.0,50.0,10.4,0.07459807073954984,0.58,0.0072992700729927005,0.13351134846461948,2.2857142857142856,77.4365821094793,133.5113484646195,2250.0,0.029,0.11428571428571428,172.45714285714286,0.2
1781,1.6,5.2,500000,2017,32000,0.6,0.1,0.3,0.3,0.2,3715.0,1635.0,1565.0,5.0,35.0,2.2,0.04281150159744409,0.7444444444444445,0.013745704467353952,0.09018036072144289,1.7142857142857142,67.13426853707415,90.18036072144288,2500.0,0.011166666666666667,0.025714285714285714,93.34285714285713,0.1
1782,1.6,22.3,595000,2017,44100,0.6,0.1,0.1,0.2,0.2,3995.0,1695.0,1555.0,5.0,42.0,8.4,0.05337620578778135,0.7217391304347827,0.01098901098901099,0.0960735171261487,1.5,69.34001670843776,96.0735171261487,2000.0,0.013833333333333333,0.02875,110.8,0.1
1783,0.2,0.3,2690000,2019,15500,0.2,0.1,0.1,0.3,0.3,4633.0,1811.0,1429.0,5.0,57.0,0.1,0.13156053184044786,0.47,0.004149377593360996,0.20050125313283207,2.2857142857142856,94.23558897243107,200.50125313283206,2250.0,0.047,0.22857142857142856,295.65714285714284,0.2
1784,1.9,17.0,9100000,2022,9000,0.6,0.1,0.1,0.3,0.1,4696.0,1923.0,1624.0,5.0,65.0,6.2,0.15270935960591134,0.6702702702702703,0.003590664272890485,0.18649193548387097,3.125,125.0,186.49193548387098,3400.0,0.0496,0.23125,328.04999999999995,0.2
1785,0.1,1.8,1500000,2014,69000,0.2,0.1,0.1,0.3,0.2,4915.0,1874.0,1455.0,5.0,65.0,0.8,0.12164948453608247,0.46578947368421053,0.0043907793633369925,0.19308943089430894,2.142857142857143,89.9390243902439,193.08943089430895,2000.0,0.0472,0.21714285714285714,279.62857142857143,0.2
1786,1.6,2.8,295000,2015,31000,0.6,0.2,0.1,0.3,0.2,3545.0,1490.0,1475.0,5.0,35.0,1.1,0.04542372881355932,0.7444444444444445,0.013745704467353952,0.09018036072144289,1.7142857142857142,67.13426853707415,90.18036072144288,2500.0,0.011166666666666667,0.025714285714285714,93.34285714285713,0.1
1787,2.4,13.1,2811000,2019,71500,0.2,0.1,0.3,0.3,0.3,4795.0,1855.0,1835.0,7.0,80.0,4.6,0.09482288828337875,0.38666666666666666,0.00411522633744856,0.16333938294010888,2.125,63.15789473684211,163.3393829401089,1800.0,0.051176470588235295,0.28125,305.65,0.3
